,t,mean,amp,var,both
1050,21.885932033983007,-10707252485537.875,,-10561094699756.012,
1051,21.906775778777277,-10696811258110.65,,-10567138734514.1,
1052,21.92761952357155,-10684918017853.197,,-10579303695503.875,
1053,21.948463268365817,-10682405474630.363,,-10605604013796.342,
1054,21.969307013160087,-10680507445678.379,,-10628666053161.357,
1055,21.990150757954357,-10672522040737.002,,-10648208397856.96,
1056,22.010994502748627,-10656719301101.623,,-10665202100261.412,
1057,22.031838247542893,-10636451740874.932,,-10674538943960.709,
1058,22.052681992337163,-10618361011277.951,,-10672157242571.912,
1059,22.073525737131437,-10608031466173.502,,-10661901521808.979,
1060,22.094369481925703,-10614173090579.336,,-10661211513785.441,
1061,22.115213226719973,-10617578189036.662,,-10660100035986.125,
1062,22.136056971514243,-10604456395683.883,,-10655503436382.203,
1063,22.156900716308513,-10570117528409.814,,-10647850435881.846,
1064,22.177744461102783,-10511098436770.775,,-10633083091784.486,
1065,22.19858820589705,-10456042807658.402,,-10625421108158.07,
1066,22.219431950691323,-10397526262699.639,,-10606034417987.09,
1067,22.24027569548559,-10345375087149.3,,-10578817861223.46,
1068,22.26111944027986,-10313379551779.705,,-10558039071667.61,
1069,22.281963185074133,-10306177349436.621,,-10551883221806.191,
1070,22.3028069298684,-10305842445102.121,,-10544832399276.463,
1071,22.32365067466267,-10284735817343.45,,-10515088357981.28,
1072,22.344494419456936,-10234092424467.762,,-10456978167608.297,
1073,22.36533816425121,-10163067839712.996,,-10376164940432.4,
1074,22.38618190904548,-10104103852293.672,,-10301078391060.242,
1075,22.407025653839746,-10064683653283.293,,-10241938408991.53,
1076,22.42786939863402,-10023029950450.902,,-10180166970136.998,
1077,22.448713143428286,-9972050274446.576,,-10117451376173.98,
1078,22.469556888222556,-9903203566303.262,,-10054367662551.812,
1079,22.490400633016822,-9823468853896.895,,-10000171906321.475,
1080,22.511244377811096,-9724637843086.766,,-9942027376644.4,
1081,22.532088122605366,-9647135540976.053,,-9911930318758.236,
1082,22.552931867399632,-9610172590790.268,,-9918608654176.988,
1083,22.573775612193906,-9627090584680.967,,-9970461889797.72,
1084,22.594619356988172,-9690019841322.676,,-10055528267144.213,
1085,22.615463101782442,-9750322923089.156,,-10123850664776.76,
1086,22.636306846576712,-9799458723468.666,,-10166962536230.861,
1087,22.657150591370982,-9829220564837.75,,-10187828967728.787,
1088,22.677994336165252,-9848315864804.373,,-10197693075401.834,
1089,22.69883808095952,-9869589992274.96,,-10213809682511.686,
1090,22.71968182575379,-9897955352935.162,,-10238566692446.406,
1091,22.740525570548062,-9938437318498.402,,-10275871613129.277,
1092,22.76136931534233,-9999689010611.592,,-10333270238827.2,
1093,22.7822130601366,-10081937264677.875,,-10409792866589.037,
1094,22.80305680493087,-10155976749157.22,,-10478210500022.969,
1095,22.82390054972514,-10212706329406.662,,-10519656081844.578,
1096,22.84474429451941,-10242411402494.156,,-10531369220123.363,
1097,22.865588039313675,-10244924563797.094,,-10517131064278.672,
1098,22.88643178410795,-10227950609883.436,,-10491223271120.736,
1099,22.907275528902215,-10190874218223.752,,-10450023808178.818,
1100,22.928119273696485,-10125042552438.867,,-10384922556214.094,
1101,22.948963018490755,-10013761030828.322,,-10279642894724.947,
1102,22.969806763285025,-9875229640536.008,,-10144843868597.482,
1103,22.990650508079295,-9718440020934.863,,-9990426929336.113,
1104,23.01149425287356,-9564944625726.822,,-9832070642939.36,
1105,23.032337997667835,-9438362911161.156,,-9690463450164.604,
1106,23.0531817424621,-9345841737638.105,,-9572524905604.137,
1107,23.07402548725637,-9303907854333.916,,-9498217883940.295,
1108,23.094869232050645,-9306923039326.25,,-9475699150857.297,
1109,23.11571297684491,-9346399531171.97,,-9495748266600.9,
1110,23.13655672163918,-9412566053746.727,,-9542671606263.363,
1111,23.157400466433447,-9486829093050.148,,-9595286033584.006,
1112,23.17824421122772,-9570360243717.572,,-9651088838134.693,
1113,23.19908795602199,-9648754910884.273,,-9694702505632.592,
1114,23.219931700816257,-9709897868441.355,,-9719478146094.916,
1115,23.24077544561053,-9756576752808.662,,-9739660994748.11,
1116,23.261619190404797,-9788682876974.672,,-9758503731123.285,
1117,23.282462935199067,-9810514988157.584,,-9786194435266.906,
1118,23.303306679993337,-9821458714720.463,,-9821561454813.184,
1119,23.324150424787607,-9841895391176.246,,-9874929420233.582,
1120,23.344994169581877,-9885447598406.916,,-9947691287837.705,
1121,23.365837914376144,-9950050330739.43,,-10028717934539.645,
1122,23.386681659170417,-10038774923367.555,,-10114443651362.85,
1123,23.407525403964684,-10147879994705.43,,-10207419960961.021,
1124,23.428369148758954,-10263684959429.215,,-10298022987061.668,
1125,23.449212893553224,-10348613351519.477,,-10365095138425.42,
1126,23.470056638347494,-10390993346034.695,,-10396563358165.215,
1127,23.490900383141764,-10374409067862.896,,-10377589474855.078,
1128,23.51174412793603,-10320974092363.607,,-10326566150151.549,
1129,23.532587872730304,-10259386307300.295,,-10264166665155.05,
1130,23.553431617524573,-10215331125487.75,,-10213993134339.941,
1131,23.57427536231884,-10188474022948.447,,-10184685727551.834,
1132,23.59511910711311,-10179260730536.453,,-10172014549036.61,
1133,23.61596285190738,-10193442816558.79,,-10187506977253.918,
